,year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
0,2013,Chief executives,"Management, Business, and Financial",Management,1024259,782400,241859,23.6,120254,126142.0,95921.0,76.04207956112951
1,2013,General and operations managers,"Management, Business, and Financial",Management,977284,681627,295657,30.3,73557,81041.0,60759.0,74.97316173294998
2,2013,Legislators,"Management, Business, and Financial",Management,14815,8375,6440,43.5,67155,71530.0,65325.0,91.32531804837132
3,2013,Advertising and promotions managers,"Management, Business, and Financial",Management,43015,17775,25240,58.7,61371,75190.0,55860.0,74.29179412155872
4,2013,Marketing and sales managers,"Management, Business, and Financial",Management,754514,440078,314436,41.7,78455,91998.0,65040.0,70.69718906932759
5,2013,Public relations and fundraising managers,"Management, Business, and Financial",Management,44198,16141,28057,63.5,74114,90071.0,66052.0,73.33325931764941
6,2013,Administrative services managers,"Management, Business, and Financial",Management,109703,72873,36830,33.6,62187,66579.0,55079.0,82.7272863815918
7,2013,Computer and information systems managers,"Management, Business, and Financial",Management,489048,354369,134679,27.5,99167,101318.0,90940.0,89.75700270435658
8,2013,Financial managers,"Management, Business, and Financial",Management,990611,460842,529769,53.5,70456,90278.0,57406.0,63.588028091007786
9,2013,Compensation and benefits managers,"Management, Business, and Financial",Management,14656,3387,11269,76.9,71927,97552.0,68207.0,
10,2013,Human resources managers,"Management, Business, and Financial",Management,307004,125240,181764,59.2,67669,75328.0,64662.0,85.84059048428206
11,2013,Training and development managers,"Management, Business, and Financial",Management,41185,20111,21074,51.2,74735,80754.0,71091.0,88.03402927409168
12,2013,Industrial production managers,"Management, Business, and Financial",Management,218198,177200,40998,18.8,72414,74623.0,65033.0,87.14873430443697
13,2013,Purchasing managers,"Management, Business, and Financial",Management,175540,96499,79041,45.0,71237,81528.0,62785.0,77.0103522716122
14,2013,"Transportation, storage, and distribution managers","Management, Business, and Financial",Management,185512,151841,33671,18.2,52058,52017.0,52259.0,100.46523252013763
15,2013,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",Management,499775,446121,53654,10.7,40638,41691.0,25310.0,60.70854620901394
16,2013,Construction managers,"Management, Business, and Financial",Management,469706,434849,34857,7.4,68101,69556.0,62198.0,89.42147334521825
17,2013,Education administrators,"Management, Business, and Financial",Management,708239,272330,435909,61.5,66889,78115.0,60580.0,77.55232669781732
18,2013,Architectural and engineering managers,"Management, Business, and Financial",Management,132575,120777,11798,8.9,121336,121690.0,113507.0,93.27553619853727
19,2013,Food service managers,"Management, Business, and Financial",Management,740359,407357,333002,45.0,36586,41164.0,31578.0,76.71266154892623
20,2013,Funeral service managers,"Management, Business, and Financial",Management,5439,4421,1018,18.7,70805,71617.0,52125.0,
21,2013,Gaming managers,"Management, Business, and Financial",Management,17294,10632,6662,38.5,51221,52127.0,47845.0,91.78544708116716
22,2013,Lodging managers,"Management, Business, and Financial",Management,96419,47382,49037,50.9,41824,50610.0,36533.0,72.18533886583678
23,2013,Medical and health services managers,"Management, Business, and Financial",Management,546042,171661,374381,68.6,69563,84450.0,64765.0,76.69034931912374
24,2013,Natural sciences managers,"Management, Business, and Financial",Management,16766,8633,8133,48.5,94448,121164.0,85416.0,70.49618698623355
25,2013,Postmasters and mail superintendents,"Management, Business, and Financial",Management,28282,12394,15888,56.2,65191,77465.0,56317.0,72.69992900019362
26,2013,"Property, real estate, and community association managers","Management, Business, and Financial",Management,414232,203818,210414,50.8,47936,57059.0,41743.0,73.15760879090064
27,2013,Social and community service managers,"Management, Business, and Financial",Management,279952,96503,183449,65.5,55473,62367.0,51933.0,83.26999855692915
28,2013,Emergency management directors,"Management, Business, and Financial",Management,6422,4662,1760,27.4,73381,73478.0,73102.0,
29,2013,"Managers, all other","Management, Business, and Financial",Management,3034121,2056582,977539,32.2,75912,81462.0,63917.0,78.46235054381185
30,2013,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",Business and Financial Operations,28413,17494,10919,38.4,51244,51910.0,47043.0,90.62415719514543
31,2013,"Buyers and purchasing agents, farm products","Management, Business, and Financial",Business and Financial Operations,7184,5882,1302,18.1,51036,51063.0,50742.0,
32,2013,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",Business and Financial Operations,170412,86522,83890,49.2,42170,41619.0,42990.0,103.29416852879692
33,2013,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",Business and Financial Operations,220927,107988,112939,51.1,54632,60957.0,50058.0,82.12018307987597
34,2013,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",Business and Financial Operations,257730,98587,159143,61.7,51134,60097.0,46520.0,77.4081900926835
35,2013,Compliance officers,"Management, Business, and Financial",Business and Financial Operations,193020,95524,97496,50.5,62311,66724.0,60054.0,90.00359690666029
36,2013,Cost estimators,"Management, Business, and Financial",Business and Financial Operations,105744,91484,14260,13.5,57333,60249.0,49443.0,82.06443260469051
37,2013,Human resources workers,"Management, Business, and Financial",Business and Financial Operations,571108,158154,412954,72.3,54989,63034.0,51765.0,82.1223466700511
38,2013,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",Business and Financial Operations,53127,13895,39232,73.8,50968,61089.0,47927.0,78.454386223379
39,2013,Training and development specialists,"Management, Business, and Financial",Business and Financial Operations,105954,50856,55098,52.0,52417,59310.0,50024.0,84.3432810655876
40,2013,Logisticians,"Management, Business, and Financial",Business and Financial Operations,97563,63756,33807,34.7,52109,54698.0,50410.0,92.16059088083661
41,2013,Management analysts,"Management, Business, and Financial",Business and Financial Operations,589692,346499,243193,41.2,80220,89151.0,72006.0,80.76858363899451
42,2013,"Meeting, convention, and event planners","Management, Business, and Financial",Business and Financial Operations,78856,15208,63648,80.7,47088,47876.0,46973.0,98.11387751691869
43,2013,Fundraisers,"Management, Business, and Financial",Business and Financial Operations,63985,18678,45307,70.8,60802,69292.0,57730.0,83.31409109276684
44,2013,Market research analysts and marketing specialists,"Management, Business, and Financial",Business and Financial Operations,230432,102417,128015,55.6,67154,80508.0,60673.0,75.36269687484473
45,2013,"Business operations specialists, all other","Management, Business, and Financial",Business and Financial Operations,211970,98399,113571,53.6,56945,67442.0,51378.0,76.18101479790042
46,2013,Accountants and auditors,"Management, Business, and Financial",Business and Financial Operations,1651199,683411,967788,58.6,61270,72805.0,54720.0,75.15967309937504
47,2013,Appraisers and assessors of real estate,"Management, Business, and Financial",Business and Financial Operations,75414,49592,25822,34.2,55227,61056.0,45643.0,74.75596174004194
48,2013,Budget analysts,"Management, Business, and Financial",Business and Financial Operations,41799,14880,26919,64.4,70429,78667.0,65830.0,83.68184880572541
49,2013,Credit analysts,"Management, Business, and Financial",Business and Financial Operations,23011,9607,13404,58.3,53869,56903.0,51602.0,90.6841467057976
